host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,reviews_per_month,has_reviews,first_review_missing,last_review_missing,days_since_first_review,days_since_last_review,has_availability_miss,superhost_missing,host_tenure_days,last_scraped_collected_days,room_type_Entire home/apt,room_type_Private room,property_type_Entire condo,property_type_Entire cottage,property_type_Entire guest suite,property_type_Entire home,property_type_Entire loft,property_type_Entire place,property_type_Entire rental unit,property_type_Entire townhouse,property_type_Entire vacation home,property_type_Private room in bed and breakfast,property_type_Private room in condo,property_type_Private room in guest suite,property_type_Private room in home,property_type_Private room in rental unit,property_type_Private room in townhouse,property_type_Private room in villa,property_type_Room in aparthotel,property_type_Room in hotel,neighbourhood_cleansed_EIGHTH WARD,neighbourhood_cleansed_ELEVENTH WARD,neighbourhood_cleansed_FIFTEENTH WARD,neighbourhood_cleansed_FIFTH WARD,neighbourhood_cleansed_FIRST WARD,neighbourhood_cleansed_FOURTEENTH WARD,neighbourhood_cleansed_FOURTH WARD,neighbourhood_cleansed_NINTH WARD,neighbourhood_cleansed_SECOND WARD,neighbourhood_cleansed_SEVENTH WARD,neighbourhood_cleansed_SIXTH WARD,neighbourhood_cleansed_TENTH WARD,neighbourhood_cleansed_THIRD WARD,neighbourhood_cleansed_THIRTEENTH WARD,neighbourhood_cleansed_TWELFTH WARD,amenity__Wifi,amenity__Smoke_alarm,amenity__Kitchen,amenity__Carbon_monoxide_alarm,amenity__Hot_water,amenity__Hangers,amenity__Cooking_basics,amenity__Dishes_and_silverware,amenity__Microwave,amenity__Bed_linens,amenity__Self_check-in,amenity__Iron,amenity__TV,amenity__Refrigerator,amenity__Essentials,amenity__Fire_extinguisher,amenity__Shampoo,amenity__First_aid_kit,amenity__Long_term_stays_allowed,amenity__Hair_dryer,amenity__Cleaning_products,amenity__Free_street_parking,amenity__Freezer,amenity__Dining_table,amenity__Exterior_security_cameras_on_property,amenity__Free_parking_on_premises,amenity__Coffee,amenity__Extra_pillows_and_blankets,amenity__Conditioner,amenity__Heating,amenity__Oven,amenity__Body_soap,amenity__Dedicated_workspace,amenity__Toaster,amenity__Dishwasher,amenity__Hot_water_kettle,amenity__Bathtub,amenity__Shower_gel,amenity__Air_conditioning,amenity__Stove,amenities_count,bathroom_private,encoded_host_response_time
100.0,98.0,1,2,2,1,0,42.65762,-73.75116,2,1.0,1.0,1.0,90.0,1,120,1,2,1125,1125,1.7,1125.0,1,18,45,75,255,43,20,2,73,27,120,10800.0,4.91,4.88,4.84,4.93,4.86,4.72,4.84,0,2,1.79,1,0,0,768,71,0,0,836,50,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,1,1,0,0,47,1,4
100.0,95.0,1,1,1,1,1,42.6555,-73.81066,6,2.0,3.0,3.0,218.0,2,21,2,2,21,21,2.0,21.0,1,24,45,71,158,70,42,4,69,41,252,54936.0,4.99,4.97,4.97,5.0,5.0,4.97,4.99,0,1,3.52,1,0,0,646,50,0,0,3875,50,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,0,0,48,1,4
100.0,99.0,1,19,21,1,1,42.64534889999999,-73.75364650000002,12,3.0,4.0,4.0,233.0,1,365,1,3,1125,1125,2.2,1125.0,1,24,48,78,345,79,42,3,76,39,252,58716.0,4.77,4.8,4.78,4.86,4.91,4.41,4.71,0,11,3.35,1,0,0,757,58,0,0,3721,50,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,0,0,64,1,4
97.0,96.0,1,23,38,1,1,42.66091,-73.78453,6,1.0,4.0,2.0,189.0,1,365,1,1,365,365,1.0,365.0,1,1,1,1,1,39,9,0,1,26,54,10206.0,4.77,4.85,4.9,4.87,4.87,4.51,4.79,0,21,1.67,1,0,0,750,156,0,0,2523,50,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1,1,1,1,0,0,0,0,1,1,1,1,47,1,4
100.0,100.0,1,17,26,1,1,42.67003,-73.79771,1,3.0,1.0,1.0,54.0,1,365,1,2,1125,1125,1.0,1125.0,1,28,58,88,268,71,29,3,86,41,174,9396.0,4.87,4.8,4.92,4.86,4.86,4.85,4.83,0,17,3.03,1,0,0,752,59,0,0,1785,50,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,34,1,4
100.0,100.0,1,17,26,1,1,42.66971,-73.79755,1,3.0,1.0,1.0,64.0,1,365,1,2,1125,1125,1.0,1125.0,1,25,55,85,264,96,56,6,82,40,255,16320.0,4.89,4.85,4.92,4.84,4.9,4.92,4.84,0,17,4.1,1,0,0,750,56,0,0,1785,49,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,0,63,0,4
100.0,100.0,1,17,26,1,1,42.66806608232022,-73.79824947027458,2,4.0,1.0,1.0,52.0,1,365,1,2,1125,1125,1.0,1125.0,1,27,55,85,265,4,2,2,83,1,12,624.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,17,0.17,1,0,0,750,68,0,0,1785,50,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,65,0,4
100.0,100.0,1,17,26,1,1,42.66989924546552,-73.7977031057611,16,4.0,9.0,10.0,1148.0,1,35,1,2,1125,1125,1.0,1125.0,1,6,23,53,328,0,0,0,51,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,17,0.0,0,1,1,4164,4164,0,0,1785,50,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,71,1,4
100.0,100.0,1,17,26,1,1,42.66873,-73.7993,2,3.0,1.0,1.0,61.0,1,365,1,2,1125,1125,1.2,1125.0,1,21,40,70,250,39,21,6,68,10,126,7686.0,4.97,4.92,4.95,4.97,4.92,4.9,4.85,0,17,1.67,1,0,0,749,56,0,0,1785,50,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,53,0,4
100.0,71.0,0,3,15,1,0,42.6572643,-73.7769051,2,1.0,1.0,1.0,96.0,3,365,3,3,365,365,3.0,365.0,1,6,13,43,43,1,0,0,41,1,0,0.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,0,2,0.06,1,0,0,513,513,0,0,3636,50,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0,0,0,42,1,4
0.0,0.0,0,1,2,1,1,42.6558992,-73.7965699,2,0.5,1.0,1.0,24.0,1,365,1,1,365,365,1.0,365.0,1,28,58,88,88,0,0,0,86,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0,1,1,4164,4164,0,0,2791,50,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1
100.0,99.0,0,5,8,1,1,42.65539,-73.76416,3,1.0,0.0,1.0,77.0,1,365,1,2,1125,1125,1.8,1125.0,1,27,57,57,57,48,27,0,57,27,162,12474.0,4.65,4.71,4.56,4.73,4.75,4.71,4.67,1,5,2.05,1,0,0,750,91,0,0,3742,50,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1,0,1,44,1,4
100.0,100.0,1,17,26,1,1,42.66792031298625,-73.79895760671212,2,3.0,1.0,1.0,56.0,1,365,1,2,365,365,1.0,365.0,1,12,39,69,249,30,14,1,67,8,84,4704.0,4.97,4.93,4.93,4.97,4.97,4.87,4.87,0,17,1.31,1,0,0,737,79,0,0,1785,50,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,53,1,4
100.0,100.0,1,17,26,1,1,42.66996,-73.79816,2,3.0,1.0,1.0,67.0,1,365,1,2,365,365,1.0,365.0,1,25,55,85,265,98,38,0,83,67,228,15276.0,4.94,4.94,4.91,4.96,4.97,4.93,4.98,0,17,4.24,1,0,0,743,84,0,0,1785,50,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,53,1,4
100.0,99.0,1,17,17,1,1,42.6535,-73.77046,2,1.0,1.0,1.0,77.0,1,1125,1,1,1,1125,1.0,1060.4,1,14,36,66,341,66,21,0,64,48,126,9702.0,4.73,4.85,4.55,4.92,4.94,4.85,4.7,0,14,2.88,1,0,0,736,112,0,0,3793,50,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,14,1,4
100.0,100.0,0,6,6,1,1,42.64714,-73.75466,2,1.0,0.0,1.0,66.0,1,14,1,1,14,14,1.0,14.0,1,15,38,66,244,164,77,6,64,111,255,16830.0,4.65,4.78,4.79,4.85,4.83,3.91,4.57,0,6,7.35,1,0,0,718,56,0,0,2520,50,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,38,1,4
95.0,94.0,0,18,20,1,1,42.6586,-73.76421,3,1.0,1.0,1.0,108.0,1,365,1,2,365,365,1.3,365.0,1,27,57,87,362,28,16,2,85,15,96,10368.0,4.54,4.68,4.46,4.25,4.71,4.18,4.46,0,17,1.24,1,0,0,729,64,0,0,3680,50,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,40,1,4
95.0,94.0,0,18,20,1,1,42.65971,-73.76382,3,1.0,1.0,1.0,108.0,1,365,1,2,1125,1125,1.3,1125.0,1,26,56,86,360,29,7,0,83,24,42,4536.0,4.59,4.76,4.79,4.66,4.72,4.1,4.72,0,17,1.29,1,0,0,722,197,0,0,3680,49,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,39,1,4
100.0,78.0,1,3,3,1,1,42.65711,-73.75133,4,2.0,2.0,2.0,91.0,14,365,14,14,365,365,14.0,365.0,1,29,59,89,89,2,0,0,87,2,0,0.0,4.5,4.5,4.0,5.0,5.0,5.0,4.5,0,1,0.14,1,0,0,481,449,0,0,3115,50,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,1,47,1,2
100.0,100.0,0,1,2,0,1,42.63976,-73.75705,4,1.0,2.0,2.0,94.0,1,1125,1,1,1125,1125,1.0,1125.0,1,18,48,76,76,24,7,1,76,18,42,3948.0,4.29,4.42,4.5,4.71,4.75,4.08,4.38,1,1,1.19,1,0,0,652,57,0,0,2642,50,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,1,0,34,1,4
100.0,100.0,1,1,1,1,0,42.64081,-73.77463,4,1.0,2.0,2.0,115.0,30,365,6,30,365,365,29.6,365.0,1,0,28,58,333,9,5,0,56,6,255,29325.0,4.89,5.0,4.78,5.0,5.0,4.78,5.0,0,1,0.42,1,0,0,692,220,0,0,3620,50,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,35,1,4
100.0,100.0,0,1,1,1,0,42.7149,-73.87649,4,1.5,1.0,1.0,102.0,2,365,2,2,365,365,2.0,365.0,-1,28,58,88,268,1,1,0,86,1,6,612.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,1,0.09,1,0,0,394,394,1,0,697,50,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,16,0,0
100.0,99.0,1,19,21,1,1,42.64418,-73.75316,16,4.0,5.0,5.0,349.0,1,365,1,3,1125,1125,2.4,1125.0,1,25,49,79,345,20,8,0,76,13,48,16752.0,4.65,4.75,4.5,4.9,4.7,4.7,4.65,1,11,1.01,1,0,0,640,127,0,0,3721,49,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,60,1,4
100.0,84.0,1,13,13,1,1,42.67096,-73.79514,1,1.5,1.0,1.0,59.0,5,45,5,5,45,45,5.0,45.0,1,14,44,74,74,14,7,0,72,10,70,4130.0,5.0,5.0,5.0,4.93,5.0,5.0,5.0,0,13,0.69,1,0,0,662,112,0,0,4109,50,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,1,0,1,1,49,0,2
100.0,100.0,0,2,2,1,1,42.65531,-73.76449,3,1.0,1.0,2.0,113.0,2,365,2,2,1125,1125,2.0,1125.0,1,11,32,32,168,7,1,0,32,6,6,678.0,5.0,5.0,5.0,5.0,5.0,4.57,4.86,0,2,0.35,1,0,0,645,291,0,0,3186,49,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,1,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,17,1,4
100.0,30.0,0,4,6,1,1,42.65975,-73.76311,4,1.0,1.0,1.0,70.0,14,365,14,14,365,365,14.0,365.0,1,28,58,88,268,1,1,0,86,1,28,1960.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,3,0.09,1,0,0,365,365,0,0,885,50,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31,1,2
97.0,96.0,1,23,38,1,1,42.64409,-73.75709,2,1.5,1.0,0.0,89.0,2,365,2,2,365,365,2.0,365.0,1,22,47,47,47,77,44,0,47,46,255,22695.0,4.84,4.92,4.94,4.91,4.88,4.43,4.81,0,21,3.94,1,0,0,634,86,0,0,2523,49,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,1,1,1,39,1,4
97.0,96.0,1,23,38,1,1,42.65269,-73.76567,2,1.0,0.0,1.0,93.0,2,365,2,2,365,365,2.0,365.0,1,13,40,40,40,56,29,0,40,34,174,16182.0,4.96,4.96,4.98,5.0,4.96,4.8,4.96,0,21,2.92,1,0,0,624,90,0,0,2523,50,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,33,1,4
100.0,99.0,1,9,17,1,1,42.67008,-73.80691,5,1.0,2.0,2.0,96.0,3,365,3,3,365,365,3.0,365.0,1,19,44,74,253,37,22,1,71,24,132,12672.0,4.86,4.92,4.84,4.95,4.97,4.84,4.81,1,9,2.05,1,0,0,589,62,0,0,2977,49,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,35,1,4
100.0,99.0,1,17,17,1,1,42.65289,-73.76834,2,1.0,1.0,0.0,92.0,1,1125,1,1,1125,1125,1.0,1125.0,1,25,55,85,360,54,21,1,83,38,126,11592.0,4.63,4.69,4.54,4.81,4.87,4.78,4.59,0,14,2.82,1,0,0,624,79,0,0,3793,50,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,1,19,1,4
100.0,100.0,1,17,26,1,1,42.66943,-73.79882,2,3.0,1.0,1.0,60.0,1,30,1,2,1125,1125,1.0,1125.0,1,24,54,84,264,55,10,3,82,47,60,3600.0,4.96,4.91,4.95,4.85,4.85,4.93,4.91,1,17,2.85,1,0,0,627,61,0,0,1785,50,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,50,0,4
50.0,0.0,0,1,1,1,1,42.65749,-73.75263,4,1.0,2.0,2.0,185.0,7,365,7,7,365,365,7.0,365.0,-1,28,58,88,268,0,0,0,86,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0,1,1,4164,4164,1,0,4229,50,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,21,1,2
80.0,62.0,0,7,9,1,1,42.66141,-73.76361,1,1.0,1.0,1.0,46.0,30,365,30,30,365,365,30.0,365.0,1,30,60,90,365,0,0,0,88,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0,1,1,4164,4164,0,0,787,50,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,1,2
100.0,94.0,0,2,2,1,0,42.6564469,-73.7507251,5,1.0,1.0,0.0,128.0,2,365,2,2,365,365,2.0,365.0,1,28,58,88,363,20,13,1,86,7,78,9984.0,4.55,4.9,4.45,4.8,4.95,4.75,4.75,1,2,1.07,1,0,0,611,71,0,0,1564,50,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,0,1,52,1,4
100.0,86.0,1,5,5,1,1,42.65348,-73.7637,2,0.0,1.0,2.0,78.0,1,365,1,1,365,365,1.0,365.0,1,9,25,51,140,22,17,1,48,7,102,7956.0,4.91,4.91,4.86,4.91,5.0,4.82,4.77,0,2,1.2,1,0,0,596,63,0,0,1210,49,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,39,1,4
100.0,86.0,1,5,5,1,1,42.65194,-73.76526,2,1.0,1.0,2.0,98.0,1,365,1,1,365,365,1.0,365.0,1,9,25,51,140,33,20,1,48,20,120,11760.0,4.88,5.0,4.88,4.85,4.97,4.94,4.76,0,2,1.78,1,0,0,603,70,0,0,1210,49,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,46,1,4
100.0,98.0,1,4,4,1,1,42.66901,-73.82402,4,1.0,2.0,0.0,163.0,1,365,1,1,365,365,1.0,365.0,1,17,37,65,336,68,46,4,63,36,255,41565.0,4.84,4.93,4.84,4.96,4.9,4.81,4.85,0,4,3.81,1,0,0,585,64,0,0,4381,50,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,32,1,4
100.0,64.0,1,5,6,1,1,42.646032,-73.760482,2,1.0,1.0,0.0,81.0,3,365,3,3,365,365,3.0,365.0,1,0,0,26,206,5,3,0,24,2,18,1458.0,4.6,4.8,5.0,5.0,5.0,5.0,4.4,0,2,0.31,1,0,0,540,95,0,0,3697,50,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1,1,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,1,1,1,1,0,1,0,1,0,0,1,1,1,0,43,1,2
100.0,64.0,1,5,6,1,1,42.646032,-73.760482,2,1.5,1.0,0.0,94.0,3,365,3,3,365,365,3.0,365.0,1,16,41,71,251,5,1,0,69,4,6,564.0,5.0,5.0,4.4,5.0,5.0,4.2,5.0,0,2,0.28,1,0,0,587,238,0,0,3697,50,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,1,0,54,1,2
100.0,98.0,0,2,4,1,1,42.64893,-73.76886,3,1.0,1.0,1.0,75.0,25,365,25,25,365,365,25.0,365.0,1,29,59,89,269,2,0,0,87,2,0,0.0,4.0,4.5,4.0,4.5,5.0,4.0,4.5,0,2,0.13,1,0,0,514,478,0,0,1008,50,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,42,1,2
