host_response_rate,host_acceptance_rate,host_is_superhost,host_listings_count,host_total_listings_count,host_has_profile_pic,host_identity_verified,latitude,longitude,accommodates,bathrooms,bedrooms,beds,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,availability_eoy,number_of_reviews_ly,estimated_occupancy_l365d,estimated_revenue_l365d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,reviews_per_month,has_reviews,first_review_missing,last_review_missing,days_since_first_review,days_since_last_review,has_availability_miss,superhost_missing,host_tenure_days,last_scraped_collected_days,room_type_Entire home/apt,room_type_Private room,property_type_Entire condo,property_type_Entire cottage,property_type_Entire guest suite,property_type_Entire home,property_type_Entire loft,property_type_Entire place,property_type_Entire rental unit,property_type_Entire townhouse,property_type_Entire vacation home,property_type_Private room in bed and breakfast,property_type_Private room in condo,property_type_Private room in guest suite,property_type_Private room in home,property_type_Private room in rental unit,property_type_Private room in townhouse,property_type_Private room in villa,property_type_Room in aparthotel,property_type_Room in hotel,neighbourhood_cleansed_EIGHTH WARD,neighbourhood_cleansed_ELEVENTH WARD,neighbourhood_cleansed_FIFTEENTH WARD,neighbourhood_cleansed_FIFTH WARD,neighbourhood_cleansed_FIRST WARD,neighbourhood_cleansed_FOURTEENTH WARD,neighbourhood_cleansed_FOURTH WARD,neighbourhood_cleansed_NINTH WARD,neighbourhood_cleansed_SECOND WARD,neighbourhood_cleansed_SEVENTH WARD,neighbourhood_cleansed_SIXTH WARD,neighbourhood_cleansed_TENTH WARD,neighbourhood_cleansed_THIRD WARD,neighbourhood_cleansed_THIRTEENTH WARD,neighbourhood_cleansed_TWELFTH WARD,amenity__Wifi,amenity__Smoke_alarm,amenity__Kitchen,amenity__Carbon_monoxide_alarm,amenity__Hot_water,amenity__Hangers,amenity__Cooking_basics,amenity__Dishes_and_silverware,amenity__Microwave,amenity__Bed_linens,amenity__Self_check-in,amenity__Iron,amenity__TV,amenity__Refrigerator,amenity__Essentials,amenity__Fire_extinguisher,amenity__Shampoo,amenity__First_aid_kit,amenity__Long_term_stays_allowed,amenity__Hair_dryer,amenity__Cleaning_products,amenity__Free_street_parking,amenity__Freezer,amenity__Dining_table,amenity__Exterior_security_cameras_on_property,amenity__Free_parking_on_premises,amenity__Coffee,amenity__Extra_pillows_and_blankets,amenity__Conditioner,amenity__Heating,amenity__Oven,amenity__Body_soap,amenity__Dedicated_workspace,amenity__Toaster,amenity__Dishwasher,amenity__Hot_water_kettle,amenity__Bathtub,amenity__Shower_gel,amenity__Air_conditioning,amenity__Stove,amenities_count,bathroom_private,encoded_host_response_time
95.0,94.0,0,18,20,1,1,42.65901,-73.74748,2,1.0,1.0,1.0,109.0,1,1125,1,2,1125,1125,1.3,1125.0,1,25,55,82,82,46,1,1,82,6,6,654.0,4.63,4.8,4.89,4.91,4.83,4.37,4.57,0,17,0.9,1,0,0,1577,76,0,0,3680,49,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,49,1,4
100.0,99.0,0,1,1,1,1,42.66064,-73.76074,2,1.0,1.0,1.0,67.0,1,1125,1,4,1125,1125,1.5,1125.0,1,18,43,62,185,270,41,2,62,39,246,16482.0,4.73,4.84,4.92,4.8,4.89,4.2,4.7,0,1,5.28,1,0,0,1583,65,0,0,1585,49,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,41,1,4
100.0,73.0,1,1,1,1,1,42.65969,-73.77564,2,1.0,1.0,1.0,115.0,7,1125,7,7,1125,1125,7.0,1125.0,1,0,19,49,139,30,7,0,47,4,98,11270.0,4.93,4.97,4.73,4.97,5.0,4.93,4.83,0,1,0.62,1,0,0,1492,151,0,0,1573,50,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,45,1,4
95.0,94.0,0,18,20,1,1,42.65856,-73.74866,3,1.0,1.0,1.0,100.0,1,1125,1,2,1125,1125,1.3,1125.0,1,30,56,83,83,85,13,1,83,11,78,7800.0,4.74,4.84,4.73,4.79,4.84,4.52,4.69,0,17,1.68,1,0,0,1563,80,0,0,3680,49,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,1,1,49,1,4
100.0,100.0,1,3,3,1,1,42.65844,-73.74978,2,1.0,1.0,1.0,88.0,2,365,2,3,365,365,2.3,365.0,1,26,56,86,360,95,11,0,83,19,66,5808.0,4.78,4.89,4.65,4.94,4.93,4.49,4.8,0,3,1.95,1,0,0,1506,84,0,0,3561,49,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,0,0,0,44,1,4
90.0,95.0,0,4,7,1,1,42.65269,-73.76076,2,1.0,1.0,1.0,87.0,2,365,2,2,1125,1125,2.0,1125.0,1,4,34,64,339,45,9,0,62,6,54,4698.0,4.4,4.62,4.44,4.8,4.69,4.82,4.56,1,4,0.9,1,0,0,1548,116,0,0,1719,50,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,37,1,4
100.0,99.0,1,9,17,1,1,42.63066,-73.77357,5,1.0,2.0,2.0,103.0,3,365,3,3,365,365,3.0,365.0,1,20,47,77,167,81,20,1,75,19,120,12360.0,4.89,4.91,4.91,4.93,4.98,4.72,4.81,0,9,1.65,1,0,0,1519,71,0,0,2977,50,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,0,1,0,1,0,0,53,1,4
100.0,85.0,1,1,1,1,1,42.65641,-73.76413,2,1.0,0.0,1.0,96.0,1,27,1,1,1125,1125,1.0,1125.0,1,17,40,69,69,349,76,2,67,97,255,24480.0,4.91,4.93,4.9,4.9,4.98,4.86,4.9,0,1,7.22,1,0,0,1499,64,0,0,3820,50,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,37,1,4
90.0,95.0,0,4,7,1,1,42.65386,-73.75958,2,1.0,1.0,1.0,94.0,2,365,2,2,1125,1125,2.0,1125.0,1,28,58,88,363,77,3,0,86,12,18,1692.0,4.62,4.64,4.66,4.81,4.7,4.81,4.65,1,4,1.57,1,0,0,1520,114,0,0,1719,50,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,1,1,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,15,1,4
97.0,96.0,1,23,38,1,1,42.65674,-73.79221,6,1.0,3.0,3.0,151.0,2,1125,2,2,1125,1125,2.0,1125.0,1,12,22,52,229,145,26,2,50,30,156,23556.0,4.94,4.9,4.88,4.98,4.97,4.92,4.88,0,21,3.0,1,0,0,1500,71,0,0,2523,50,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,47,1,4
97.0,96.0,1,23,38,1,1,42.67102,-73.79454,4,1.0,2.0,2.0,109.0,2,1125,2,2,1125,1125,2.0,1125.0,1,22,22,22,22,102,25,1,22,15,150,16350.0,4.83,4.86,4.88,4.9,4.89,4.83,4.77,0,21,2.1,1,0,0,1507,78,0,0,2523,49,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,48,1,4
97.0,96.0,1,23,38,1,1,42.66236,-73.79245,12,2.5,5.0,7.0,465.0,2,365,2,2,1125,1125,2.0,1125.0,1,27,53,83,259,97,22,1,80,26,132,61380.0,4.95,4.94,4.96,4.98,4.94,4.91,4.9,0,21,2.01,1,0,0,1499,71,0,0,2523,49,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,39,1,4
97.0,96.0,1,23,38,1,1,42.67242,-73.79292,4,1.0,2.0,2.0,120.0,2,365,2,2,365,365,2.0,365.0,1,26,53,53,53,87,6,0,53,30,36,4320.0,4.86,4.9,4.94,4.95,4.87,4.83,4.79,0,21,1.89,1,0,0,1429,114,0,0,2523,50,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,1,4
95.0,94.0,0,18,20,1,1,42.65812,-73.74837,3,1.0,1.0,1.0,105.0,1,1125,1,2,1125,1125,1.3,1125.0,1,24,54,81,81,87,21,2,81,15,126,13230.0,4.69,4.72,4.62,4.77,4.79,4.47,4.62,0,17,1.81,1,0,0,1492,67,0,0,3680,49,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,48,1,4
100.0,100.0,1,3,3,1,1,42.65826,-73.76944,4,1.0,1.0,2.0,117.0,1,1125,1,1,1125,1125,1.0,1125.0,1,12,37,62,337,232,54,4,60,48,255,29835.0,4.97,4.97,4.99,4.99,4.99,4.97,4.94,0,3,4.84,1,0,0,1488,71,0,0,1962,50,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,47,1,4
97.0,96.0,1,23,38,1,1,42.64369,-73.7581,2,1.0,1.0,2.0,76.0,2,730,2,2,730,730,2.0,730.0,1,26,53,53,53,69,16,1,53,17,96,7296.0,4.77,4.84,4.86,4.78,4.78,4.33,4.71,0,21,1.46,1,0,0,1468,78,0,0,2523,50,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,37,1,4
100.0,93.0,1,5,5,1,1,42.65824,-73.80114,9,1.5,5.0,5.0,188.0,1,28,1,1,28,28,1.0,28.0,1,0,0,0,159,172,32,3,0,53,192,36096.0,4.92,4.95,4.93,4.95,4.99,4.84,4.85,0,3,3.76,1,0,0,1421,60,0,0,1463,50,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,0,0,66,1,4
100.0,93.0,1,5,5,1,1,42.65204,-73.76655,2,1.0,1.0,1.0,101.0,1,28,1,1,28,28,1.0,28.0,1,25,55,85,360,287,60,5,83,71,255,25755.0,4.88,4.89,4.79,4.95,4.97,4.77,4.84,0,3,6.18,1,0,0,1442,57,0,0,1463,50,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,1,1,0,0,51,1,4
95.0,94.0,0,18,20,1,1,42.65913,-73.74722,5,2.0,2.0,2.0,178.0,1,1125,1,2,1125,1125,1.3,1125.0,1,20,43,71,71,130,29,2,71,36,174,30972.0,4.63,4.74,4.59,4.72,4.79,4.37,4.61,0,17,2.8,1,0,0,1443,56,0,0,3680,50,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,0,0,0,1,48,1,4
100.0,88.0,1,8,13,1,1,42.674675,-73.822861,9,2.0,4.0,6.0,237.0,1,1125,1,2,1125,1125,1.3,1125.0,1,17,47,77,349,50,23,2,75,19,138,32706.0,4.98,4.98,4.98,5.0,4.96,4.94,4.94,0,8,1.16,1,0,0,1346,64,0,0,4745,50,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,82,1,4
100.0,99.0,1,17,17,1,1,42.66261,-73.79026,2,1.0,1.0,2.0,78.0,1,1125,1,1,1125,1125,1.0,1125.0,1,0,0,3,277,118,30,3,0,35,180,14040.0,4.76,4.8,4.78,4.88,4.95,4.83,4.72,0,14,2.92,1,0,0,1261,59,0,0,3793,49,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,1,1,0,0,44,1,4
100.0,99.0,1,17,17,1,1,42.65422,-73.76996,2,1.0,1.0,2.0,105.0,1,1125,1,1,1125,1125,1.0,1125.0,1,19,49,79,354,76,14,3,77,11,84,8820.0,4.89,4.93,4.91,4.95,5.0,4.84,4.87,0,14,1.77,1,0,0,1338,54,0,0,3793,50,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,53,1,4
100.0,99.0,1,17,17,1,1,42.65403,-73.77056,2,1.0,1.0,1.0,125.0,1,1125,1,1,1125,1125,1.0,1125.0,1,21,51,81,356,155,51,6,79,15,255,31875.0,4.88,4.93,4.86,4.95,4.96,4.8,4.84,0,14,3.4,1,0,0,1416,54,0,0,3793,50,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,1,0,0,51,1,4
100.0,98.0,1,2,2,1,1,42.65594,-73.76591,9,2.0,2.0,5.0,139.0,1,730,1,1,730,730,1.0,730.0,1,19,42,62,309,260,41,3,60,45,246,34194.0,4.98,4.95,4.98,4.97,5.0,4.87,4.95,0,2,5.89,1,0,0,1373,65,0,0,2367,50,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,62,1,4
100.0,99.0,1,1,1,1,1,42.65143,-73.76497,8,2.0,3.0,4.0,154.0,1,1125,1,1,1125,1125,1.0,1125.0,1,8,31,51,51,246,75,6,49,79,255,39270.0,4.98,4.98,4.96,4.99,5.0,4.95,4.98,0,1,5.69,1,0,0,1345,50,0,0,1464,49,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1,1,0,0,65,1,4
100.0,99.0,1,9,17,1,1,42.65578,-73.78641,6,1.5,2.0,2.0,128.0,3,365,3,3,1125,1125,3.0,1125.0,1,17,47,77,257,71,31,2,75,12,186,23808.0,4.89,4.93,4.9,4.96,4.97,4.77,4.87,0,9,1.93,1,0,0,1155,56,0,0,2977,50,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,0,0,49,1,4
100.0,99.0,1,9,17,1,1,42.65905,-73.77964,3,1.0,1.0,1.0,78.0,3,365,3,3,1125,1125,3.0,1125.0,1,14,44,74,349,62,15,1,71,16,90,7020.0,4.71,4.76,4.89,4.87,4.98,4.37,4.69,1,9,1.51,1,0,0,1279,69,0,0,2977,49,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,49,1,4
100.0,98.0,0,1,2,1,1,42.66062,-73.79112,2,1.0,1.0,2.0,68.0,6,1125,5,6,1125,1125,5.9,1125.0,1,28,58,88,363,2,0,0,86,0,0,0.0,3.0,3.0,3.0,4.0,4.0,4.5,3.0,0,1,0.06,1,0,0,1129,882,0,0,1457,50,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,42,1,0
100.0,89.0,1,6,6,1,1,42.64441,-73.75647,2,1.0,1.0,1.0,118.0,13,365,13,13,365,365,13.0,365.0,1,12,42,72,346,15,3,0,69,4,78,9204.0,5.0,5.0,4.93,5.0,5.0,4.27,4.93,0,6,0.37,1,0,0,1249,108,0,0,1969,49,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,35,1,4
100.0,100.0,1,17,26,1,1,42.66911,-73.79869,2,1.0,1.0,2.0,127.0,1,60,1,2,1125,1125,1.0,1125.0,1,28,58,87,87,138,33,4,85,41,198,25146.0,4.97,4.93,4.99,4.88,4.97,4.95,4.95,0,17,3.48,1,0,0,1238,64,0,0,1785,49,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,78,1,4
100.0,93.0,1,5,5,1,1,42.65353,-73.7679,2,1.0,1.0,1.0,106.0,1,28,1,1,28,28,1.0,28.0,1,19,46,76,350,205,62,7,73,56,255,27030.0,4.89,4.96,4.84,4.96,4.96,4.79,4.87,0,3,4.93,1,0,0,1296,57,0,0,1463,49,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,51,1,4
100.0,89.0,1,6,6,1,1,42.64489,-73.75731,2,1.0,1.0,1.0,121.0,13,365,13,13,365,365,13.0,365.0,1,0,0,10,285,10,0,0,8,5,0,0.0,5.0,5.0,5.0,5.0,4.8,4.0,5.0,0,6,0.26,1,0,0,1221,480,0,0,1969,50,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,1,4
100.0,100.0,1,17,26,1,1,42.66762,-73.79919,12,3.5,4.0,4.0,1314.0,1,32,1,2,1125,1125,1.0,1125.0,1,18,44,74,339,17,4,0,72,7,24,31536.0,4.94,5.0,4.94,5.0,5.0,4.88,4.88,0,17,0.43,1,0,0,1226,127,0,0,1785,50,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1,0,0,0,63,1,4
95.0,94.0,0,18,20,1,1,42.64528,-73.75861,2,1.0,1.0,1.0,100.0,1,365,1,2,1125,1125,1.3,1125.0,1,27,56,83,83,62,14,0,83,16,84,8400.0,4.76,4.89,4.77,4.92,4.87,4.56,4.61,0,17,1.53,1,0,0,1266,99,0,0,3680,49,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,47,1,4
100.0,0.0,0,1,1,1,0,42.66169974831227,-73.76466827605744,1,1.0,2.0,2.0,62.0,3,7,3,3,7,7,3.0,7.0,1,28,58,88,88,0,0,0,86,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0,1,1,4164,4164,0,0,4532,50,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17,1,2
95.0,94.0,0,18,20,1,1,42.64558,-73.75928,2,1.0,1.0,1.0,99.0,1,365,1,2,1125,1125,1.3,1125.0,1,22,51,81,354,58,7,0,78,14,42,4158.0,4.57,4.76,4.69,4.83,4.86,4.4,4.59,0,17,1.42,1,0,0,1274,175,0,0,3680,49,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,0,0,0,1,1,47,1,4
0.0,100.0,0,3,3,1,1,42.645351,-73.753647,4,1.0,1.0,1.0,1050.0,1,365,1,1,365,365,1.0,365.0,1,30,60,90,365,10,0,0,88,0,0,0.0,3.7,3.8,4.3,3.2,3.5,3.6,4.1,0,1,0.25,1,0,0,1267,821,0,0,2111,50,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,1,55,1,1
100.0,89.0,1,6,6,1,1,42.64625,-73.75663,2,1.0,0.0,1.0,92.0,14,365,14,14,365,365,14.0,365.0,1,0,0,0,203,8,1,0,0,3,28,2576.0,4.75,4.88,4.88,5.0,5.0,4.5,4.63,0,6,0.21,1,0,0,1191,363,0,0,1969,50,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,19,1,4
100.0,67.0,0,2,2,1,1,42.6374547,-73.7716647,4,1.0,3.0,3.0,140.0,7,365,5,5,1125,1125,5.0,1125.0,1,0,4,34,309,5,0,0,32,0,0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,2,0.13,1,0,0,1227,794,0,0,1246,50,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0,0,0,0,56,1,3
100.0,67.0,0,2,2,1,1,42.6378819,-73.7715269,4,1.5,4.0,3.0,126.0,14,1125,7,7,1125,1125,7.0,1125.0,1,0,2,32,307,2,0,0,30,1,0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0,2,0.05,1,0,0,1228,469,0,0,1246,50,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,62,1,3
